metric,mean,std
ACC,0.9998255834221752,0.00022062723198444114
AUC,0.9999078516706479,0.00018429665870405286
TP,0.9997361477572559,NA
TN,1.0,NA
FP,0.0,NA
FN,0.0002638522427440633,NA
