UNIQUE_ID,no_hp_en,yes_hp_en,no_hp_en_2,yes_hp_en_2,no_hp_en_3,yes_hp_en_3,no_hp_svm,yes_hp_svm,no_hp_nn,yes_hp_nn,no_ret_yhp_en,yes_ret_yhp_en,no_ret_nhp_en,yes_ret_nhp_en,no_ret_yhp_nn,yes_ret_yhp_nn,no_ret_nhp_nn,yes_ret_nhp_nn,no_pg_yhp_en,yes_pg_yhp_en,no_pg_nhp_en,yes_pg_nhp_en,no_pg_yhp_nn,yes_pg_yhp_nn,no_pg_nhp_nn,yes_pg_nhp_nn,yes_ret_yhp_avg,yes_ret_nhp_avg,yes_ret_avg
245203329,0.5785224119444059,0.4214775880555941,0.5767821234572303,0.42321787654276966,0.6628525339302087,0.3371474660697913,0.6224288804363698,0.3775711195636302,0.5354965436173796,0.4645034563826204,0.4508746893129051,0.5491253106870949,0.5597537268047961,0.4402462731952039,0.5217200896154494,0.4782799103845506,0.5762230578151646,0.4237769421848353,0.6623046435522268,0.33769535644777315,0.6453116778132044,0.3546883221867955,0.5722011598109309,0.4277988401890692,0.5293608335730907,0.4706391664269093,0.5137026105358228,0.43201160769001956,0.4728571091129212
245255130,0.5669429933814298,0.4330570066185702,0.5670115312224433,0.43298846877755676,0.4895034087534762,0.5104965912465238,0.5998550912493997,0.40014490875060027,0.5340703623268594,0.4659296376731405,0.33786893366576265,0.6621310663342374,0.48583952134476416,0.5141604786552358,0.45131579113568965,0.5486842088643104,0.515827465078868,0.484172534921132,0.8077054131362812,0.1922945868637188,0.8519579088626368,0.14804209113736316,0.6538605838114663,0.34613941618853367,0.6763676481630643,0.3236323518369358,0.6054076375992739,0.4991665067881839,0.5522870721937289
245127268,0.6763317657706207,0.32366823422937924,0.6773343981488222,0.3226656018511777,0.581617044717343,0.41838295528265707,0.7350780075812322,0.2649219924187678,0.6003087666341888,0.39969123336581125,0.39749156398801777,0.6025084360119822,0.5336881760810703,0.46631182391892967,0.45131579113568965,0.5486842088643104,0.55406668258441,0.44593331741558995,0.7696902867483613,0.2303097132516387,0.7725378881912692,0.2274621118087308,0.6335754659901623,0.3664245340098376,0.6043178609637568,0.3956821390362431,0.5755963224381463,0.4561225706672598,0.5158594465527031
245117275,0.5607365377807272,0.43926346221927287,0.5603663834423596,0.4396336165576404,0.5963160439209494,0.40368395607905055,0.638555114508802,0.361444885491198,0.5296641360631362,0.4703358639368637,0.32730652436127794,0.6726934756387221,0.517352578830417,0.48264742116958304,0.43421047551219466,0.5657895244878053,0.49703181305242933,0.5029681869475706,0.5910469144737519,0.4089530855262481,0.5266744515526144,0.4733255484473856,0.5488085897932401,0.4511914102067599,0.45777142768191564,0.5422285723180843,0.6192415000632636,0.4928078040585768,0.5560246520609202
231615474,0.5501009453689383,0.4498990546310617,0.5501350738474668,0.4498649261525331,0.3804732164999526,0.6195267835000474,0.65197288184398,0.34802711815602005,0.5275968070019351,0.4724031929980649,0.3666042428258569,0.6333957571741431,0.49911771808298255,0.5008822819170174,0.3763301184386109,0.623669881561389,0.4863777301821412,0.5136222698178589,0.5971363054379212,0.4028636945620788,0.702823726469062,0.297176273530938,0.5300500133530672,0.4699499866469329,0.6077272910142086,0.3922727089857914,0.6285328193677661,0.5072522758674382,0.5678925476176021
245225283,0.6547927291216906,0.34520727087830944,0.6539731666046603,0.3460268333953397,0.6682972460233367,0.3317027539766633,0.6667880422317473,0.33321195776825274,0.5812072317245053,0.4187927682754947,0.3605833586178433,0.6394166413821567,0.4942220000414157,0.5057779999585843,0.3763301184386109,0.623669881561389,0.5178965709851058,0.48210342901489417,0.7914743135694209,0.20852568643057906,0.8188119687240958,0.18118803127590424,0.651466198979435,0.3485338010205649,0.6624243970681033,0.33757560293189676,0.6315432614717729,0.49394071448673926,0.562741987979256
125594054,0.6318900475779279,0.3681099524220722,0.6317181761150265,0.36828182388497355,0.5322828497933589,0.46771715020664106,0.6663679379374949,0.33363206206250506,0.5651694146082692,0.4348305853917308,0.393207719591684,0.606792280408316,0.5287592670916009,0.4712407329083991,0.45131579113568965,0.5486842088643104,0.5370955773750736,0.4629044226249263,0.7524098536079373,0.2475901463920627,0.7681032776759968,0.23189672232400318,0.6002899642359587,0.3997100357640413,0.5361611854672017,0.46383881453279824,0.5777382446363132,0.46707257776666267,0.5224054112014879
245217086,0.5314682697505373,0.4685317302494627,0.5280207614401209,0.4719792385598791,0.7597453523850889,0.24025464761491114,0.6146262222665116,0.38537377773348835,0.5074136325450092,0.4925863674549909,0.38689833777319715,0.6131016622268028,0.5750647081910629,0.42493529180893713,0.43421047551219466,0.5657895244878053,0.46547322604636443,0.5345267739536356,0.5256781026896292,0.4743218973103708,0.5026364589499276,0.4973635410500724,0.5034398424741864,0.4965601575258136,0.49841065366595333,0.5015893463340467,0.5894455933573041,0.4797310328812864,0.5345883131192952
245101153,0.5233252855846351,0.47667471441536485,0.5209356315069642,0.47906436849303574,0.49494438350510495,0.505055616494895,0.6207333137801976,0.3792666862198024,0.5061067248860737,0.4938932751139263,0.35533371761180044,0.6446662823881996,0.5147357287573606,0.4852642712426393,0.45131579113568965,0.5486842088643104,0.5097544748471202,0.4902455251528797,0.822306919725093,0.1776930802749071,0.8173820542883383,0.18261794571166162,0.6516581264095848,0.3483418735904153,0.6629651861265186,0.33703481387348155,0.596675245626255,0.4877548981977595,0.5422150719120072
245129097,0.4446036388556357,0.5553963611443643,0.4429611244369692,0.5570388755630308,0.40762835086990834,0.5923716491300917,0.5025197646643924,0.4974802353356076,0.4652804408253979,0.534719559174602,0.41078132099587816,0.5892186790041218,0.5132458488562642,0.48675415114373577,0.43421047551219466,0.5657895244878053,0.5222017143980963,0.47779828560190374,0.7340981412730474,0.26590185872695254,0.7930516245252424,0.20694837547475767,0.6214707720108296,0.3785292279891703,0.6101807532825282,0.38981924671747176,0.5775041017459636,0.48227621837281975,0.5298901600593917
