,Predicted Class,Class 1 Prob,Class 2 Prob,UNIQUE_ID,Protected
1048,0.0,0.5747147627068506,0.42528523729314954,244988097,0
872,0.0,0.5744988657359582,0.42550113426404174,245097030,0
1501,0.0,0.5744551974440428,0.4255448025559574,244978941,0
887,0.0,0.5744341435422708,0.4255658564577293,245113083,0
718,0.0,0.5743359310260574,0.4256640689739429,245229103,0
1632,0.0,0.574283269744463,0.4257167302555371,245255547,0
1668,0.0,0.5742820059726416,0.4257179940273586,245154603,0
1705,0.0,0.5741298424707243,0.42587015752927565,245067471,0
1314,0.0,0.5741060655325042,0.42589393446749574,245185367,0
1468,0.0,0.5738008534279532,0.42619914657204694,244968407,0
1852,0.0,0.573669092620738,0.42633090737926227,245010243,0
1513,0.0,0.5736441372268487,0.4263558627731513,245102374,0
1601,0.0,0.5735875203655503,0.42641247963444984,244964621,0
409,0.0,0.5733774738912931,0.42662252610870693,245151354,0
1739,0.0,0.5732407982014438,0.4267592017985563,245180976,0
96,0.0,0.5732393183557464,0.4267606816442538,245090631,0
438,0.0,0.5730083884016484,0.4269916115983518,245146740,0
769,0.0,0.5729581754111425,0.4270418245888577,245166242,0
1858,0.0,0.5728802983834624,0.4271197016165377,245174423,0
1402,0.0,0.5728375106288758,0.42716248937112433,245170713,0
1038,0.0,0.5727609095449423,0.42723909045505765,245118395,0
2015,0.0,0.5727101574441429,0.427289842555857,241255734,0
774,0.0,0.5726992077394536,0.42730079226054657,245123537,0
1165,0.0,0.5725631687495926,0.4274368312504076,245162135,0
1911,0.0,0.5725062550890494,0.42749374491095077,125637261,0
330,0.0,0.5724979688416014,0.42750203115839874,245179913,0
1607,0.0,0.572486268623972,0.427513731376028,245086472,0
12,0.0,0.5724793944603729,0.4275206055396271,244991647,0
32,0.0,0.5723558430411231,0.427644156958877,245108959,0
2119,0.0,0.5723299029746141,0.427670097025386,245226688,0
214,0.0,0.5722819076911985,0.42771809230880137,124007943,0
268,0.0,0.5722178861953676,0.4277821138046323,245211118,0
1901,0.0,0.5720154402389045,0.42798455976109556,245098358,0
749,0.0,0.5716040398363263,0.4283959601636738,245256970,0
275,0.0,0.5715152982152053,0.42848470178479486,245122791,0
516,0.0,0.5714469584681644,0.42855304153183565,244947916,0
340,0.0,0.5712308142268104,0.4287691857731897,245008120,0
933,0.0,0.5711311894706571,0.428868810529343,244964597,0
1843,0.0,0.5710660723992301,0.42893392760076987,245092091,0
464,0.0,0.5710572284483685,0.4289427715516316,244410361,0
1954,0.0,0.5710429330048756,0.4289570669951243,245109906,0
796,0.0,0.5707372115743025,0.4292627884256975,245161496,0
1717,0.0,0.5705811361370157,0.42941886386298445,245145579,0
16,0.0,0.5701838555261327,0.4298161444738672,245079388,0
226,0.0,0.5698838809597425,0.4301161190402575,245154622,0
165,0.0,0.5697523474403609,0.43024765255963904,245172978,0
474,0.0,0.5697362243829965,0.43026377561700335,245037060,0
125,0.0,0.5695863656476209,0.43041363435237917,245139162,0
266,0.0,0.5695402412500816,0.4304597587499184,244977803,0
1926,0.0,0.5695201982665187,0.43047980173348127,245252211,0
1275,0.0,0.5694867563115782,0.43051324368842186,245084401,0
2011,0.0,0.5693999743489375,0.4306000256510625,245247523,0
1465,0.0,0.5691899853699635,0.4308100146300364,245074281,0
1339,0.0,0.5691174517998955,0.43088254820010463,245106815,0
1283,0.0,0.5691052670943627,0.43089473290563723,245085027,0
949,0.0,0.569068377777508,0.4309316222224922,245140756,0
2221,0.0,0.5690254750838601,0.43097452491613986,245064148,0
729,0.0,0.5687060817524898,0.43129391824751023,245091221,0
553,0.0,0.568621486723993,0.43137851327600707,245066132,0
1518,0.0,0.568555845830818,0.431444154169182,245201275,0
1510,0.0,0.56852716641955,0.4314728335804503,245170988,0
1772,0.0,0.5685260451183837,0.43147395488161644,244985872,0
237,0.0,0.5684469072592064,0.43155309274079356,245060802,0
1999,0.0,0.5683352443952863,0.43166475560471373,245113613,0
1562,0.0,0.568323005396362,0.43167699460363806,245196496,0
427,0.0,0.5680278648232469,0.4319721351767533,244957163,0
2107,0.0,0.5679924882979435,0.43200751170205653,245170811,0
1150,0.0,0.5678981386478023,0.4321018613521977,245190111,0
1374,0.0,0.5676676408744544,0.4323323591255456,245102932,0
1596,0.0,0.5676068647158719,0.4323931352841283,244983010,0
1667,0.0,0.5674757185271351,0.4325242814728649,245087527,0
2173,0.0,0.5674544846685025,0.4325455153314975,245212369,0
1773,0.0,0.5673891866201456,0.43261081337985446,244930667,0
2241,0.0,0.5673172178639119,0.43268278213608796,239426977,0
432,0.0,0.5669518562368391,0.43304814376316103,245122312,0
1111,0.0,0.566815599132907,0.4331844008670929,244149863,0
313,0.0,0.5667473678838317,0.43325263211616827,245211889,0
1780,0.0,0.5666388403330404,0.4333611596669595,245127731,0
1760,0.0,0.5665686465288876,0.43343135347111245,245206522,0
139,0.0,0.5665663631937642,0.43343363680623603,245217078,0
111,0.0,0.5664994646990161,0.433500535300984,245033641,0
1086,0.0,0.566495161482002,0.4335048385179981,245196921,0
1305,0.0,0.5663612579644329,0.4336387420355672,245084724,0
1802,0.0,0.5662591337401467,0.43374086625985325,245145232,0
829,0.0,0.5662267178228787,0.433773282177121,245178624,0
1960,0.0,0.5661590087256971,0.4338409912743028,245070671,0
434,0.0,0.5660690402246707,0.4339309597753294,245086156,0
1265,0.0,0.5658775906811626,0.4341224093188374,245103651,0
618,0.0,0.565608811840264,0.434391188159736,245085023,0
826,0.0,0.5655183014500034,0.43448169854999674,245114491,0
1731,0.0,0.5652244208318346,0.4347755791681652,245235743,0
1438,0.0,0.5650169844403006,0.43498301555969954,245078565,0
149,0.0,0.5649769413155259,0.43502305868447394,245198486,0
840,0.0,0.5649173270419553,0.4350826729580447,245066309,0
1259,0.0,0.5647970120443645,0.43520298795563556,245136184,0
1294,0.0,0.5645992452858831,0.4354007547141168,245121180,0
1745,0.0,0.5644628119948905,0.43553718800510965,245176277,0
1225,0.0,0.5644299469100669,0.43557005308993313,245202492,0
97,0.0,0.5642954878825779,0.43570451211742234,245195860,0
2103,0.0,0.5642528332713187,0.4357471667286814,245194566,0
1428,0.0,0.5641407166526843,0.43585928334731583,244965040,0
1336,0.0,0.5641353949417298,0.4358646050582703,245231599,0
806,0.0,0.5640784694020422,0.4359215305979581,245125019,0
62,0.0,0.5640088378831828,0.4359911621168171,245085430,0
466,0.0,0.5639421404965544,0.43605785950344556,245150887,0
2089,0.0,0.5639338832275471,0.436066116772453,245041388,0
1712,0.0,0.5639281170399894,0.43607188296001076,245202214,0
1186,0.0,0.5639004705928323,0.4360995294071676,244797505,0
643,0.0,0.5638397117598736,0.43616028824012637,245172511,0
140,0.0,0.5637509405657537,0.43624905943424613,245084897,0
1765,0.0,0.5637293566226549,0.43627064337734534,245160769,0
561,0.0,0.563620067699946,0.4363799323000543,245212492,0
1897,0.0,0.5635461079188508,0.43645389208114915,245113474,0
1290,0.0,0.5634981859234226,0.43650181407657745,245213755,0
1946,0.0,0.5632949169613898,0.4367050830386101,245146408,0
2,0.0,0.5632334799887839,0.4367665200112162,245127268,0
1416,0.0,0.5631382306901389,0.43686176930986115,245169410,0
1563,0.0,0.562970338626473,0.4370296613735269,245226193,0
35,0.0,0.562920600715518,0.437079399284482,245124580,0
441,0.0,0.5629132475434342,0.43708675245656586,245000497,0
191,0.0,0.5628181789263372,0.43718182107366277,245142309,0
1832,0.0,0.5627544073026044,0.4372455926973956,245171707,0
314,0.0,0.5623854538719821,0.43761454612801776,245146406,0
509,0.0,0.5623418551067332,0.43765814489326693,245001660,0
1490,0.0,0.562268148966134,0.43773185103386586,238720469,0
989,0.0,0.5621523500360769,0.4378476499639231,245081248,0
2162,0.0,0.5620870771880546,0.4379129228119454,245180098,0
1065,0.0,0.5620636923373311,0.43793630766266906,245150348,0
114,0.0,0.5617588036854773,0.43824119631452263,245122164,0
511,0.0,0.5616014470729258,0.4383985529270742,236428235,0
413,0.0,0.5614906499545995,0.43850935004540054,245093196,0
1788,0.0,0.5614842848462147,0.4385157151537852,245022720,0
1528,0.0,0.5614342772217262,0.43856572277827366,245186493,0
1519,0.0,0.5613173261966543,0.4386826738033456,245050180,0
1779,0.0,0.5612198107534654,0.43878018924653484,245133607,0
1533,0.0,0.5612157031415373,0.43878429685846276,245140220,0
744,0.0,0.560964026274894,0.43903597372510594,245140745,0
1015,0.0,0.5608830296323579,0.4391169703676422,245230784,0
1125,0.0,0.5608631906624095,0.4391368093375903,245047872,0
604,0.0,0.5607185290057118,0.4392814709942882,245140604,0
951,0.0,0.5601730541332566,0.4398269458667435,245022765,0
2240,0.0,0.5600510059304739,0.4399489940695264,245164664,0
430,0.0,0.5600466834446003,0.43995331655539976,245254661,0
646,0.0,0.5598999591366568,0.44010004086334314,245115341,0
1156,0.0,0.5598347593429248,0.44016524065707513,245190894,0
2058,0.0,0.5597183450266732,0.4402816549733268,245026053,0
539,0.0,0.559447864175778,0.44055213582422204,245155431,0
298,0.0,0.5594260259437613,0.44057397405623855,245144067,0
1340,0.0,0.5594166108673787,0.44058338913262124,245083457,0
934,0.0,0.5594046220454626,0.4405953779545374,245091347,0
130,0.0,0.5592396552905776,0.4407603447094224,233048109,0
1020,0.0,0.5592123725703795,0.44078762742962085,245206433,0
596,0.0,0.5591194906179736,0.44088050938202644,245087592,0
91,0.0,0.5590813768784149,0.440918623121585,245135781,0
2178,0.0,0.5588399621057125,0.44116003789428765,242583134,0
1537,0.0,0.5587264086873469,0.4412735913126532,245259279,0
1063,0.0,0.5587027079929184,0.4412972920070818,245202601,0
1199,0.0,0.558672348036608,0.4413276519633921,245062316,0
1427,0.0,0.5586624754363747,0.44133752456362507,245181738,0
51,0.0,0.5585112749980429,0.4414887250019573,245119643,0
506,0.0,0.5584632036590803,0.4415367963409196,244967234,0
100,0.0,0.558382218046756,0.44161778195324386,245065637,0
460,0.0,0.5583381597526322,0.4416618402473677,242791077,0
520,0.0,0.5582943052912277,0.4417056947087724,244985330,0
352,0.0,0.5582751365475684,0.44172486345243156,245075073,0
1882,0.0,0.5581582728380782,0.44184172716192177,245091295,0
2059,0.0,0.5581075565159942,0.44189244348400586,245027211,0
557,0.0,0.5579404051385483,0.44205959486145174,245113922,0
1172,0.0,0.5577814179314996,0.44221858206850057,245087223,0
2000,0.0,0.5577750783540085,0.44222492164599125,245154493,0
1820,0.0,0.5576779668674473,0.4423220331325527,245096683,0
47,0.0,0.5576650542993103,0.44233494570068976,245098533,0
625,0.0,0.5576351312259058,0.4423648687740939,245089610,0
1969,0.0,0.5575755770112326,0.4424244229887674,129090216,0
584,0.0,0.5574781519405021,0.44252184805949796,245124326,0
514,0.0,0.5574380525172004,0.44256194748279976,245235495,0
1392,0.0,0.557422276624214,0.4425777233757861,245191255,0
1924,0.0,0.557391176897291,0.4426088231027089,245184928,0
1019,0.0,0.5572685187915659,0.4427314812084341,245181440,0
2097,0.0,0.5572522559629918,0.44274774403700823,245056800,0
1679,0.0,0.5571932410771816,0.4428067589228183,242790065,0
1119,0.0,0.5569040473933133,0.4430959526066866,245055561,0
396,0.0,0.5568819322072571,0.44311806779274293,245091951,0
