,UNIQUE_ID,Hire
350,245090239,0
351,245147024,0
352,245042066,0
353,245062205,0
354,245033117,0
355,245167380,0
356,245133544,0
357,244989604,0
358,245206276,0
359,245198971,0
360,245226779,0
361,244997072,0
362,245166127,0
363,245120903,0
364,245216653,0
365,245246002,0
366,245138831,0
367,245070807,0
368,245032943,0
369,245146885,0
370,245155695,0
371,245212369,0
372,245081120,0
373,245000497,0
374,245037991,0
375,245113526,0
376,245016686,0
377,245095602,0
378,245084090,0
379,245129377,0
380,245128153,0
381,245241642,0
382,245185113,0
383,245159824,0
384,245005321,0
385,245052904,0
386,245112222,0
387,245202214,0
388,245231726,0
389,245196796,0
390,244978580,0
391,244998858,0
392,245154486,0
393,242288245,0
394,245012886,0
395,245151303,0
396,245153046,0
397,245160514,0
398,244987431,0
399,245022765,0
400,245096767,0
401,245111600,0
402,245192112,0
403,245145198,0
404,245117338,0
405,244979023,0
406,232320128,0
407,245181016,0
408,245097521,0
409,245152282,0
410,245140094,0
411,240101779,0
412,245040488,0
413,245030976,0
414,245133964,0
415,245134003,0
416,245202905,0
417,245156732,0
418,245080585,0
419,245150929,0
420,245231599,0
421,245096689,0
422,245148232,0
423,245205015,0
424,245226474,0
425,245091861,0
426,244256659,0
427,235440469,0
428,245051138,0
429,245178893,0
430,245113613,0
431,245199141,0
432,245121012,0
433,244968407,0
434,245139897,0
435,245180819,0
436,245202667,0
437,245112638,0
438,238465003,0
439,245178745,0
440,245195418,0
441,244954494,0
442,245086075,0
443,245123647,0
444,245090277,0
445,245096473,0
446,245141007,0
447,245117167,0
448,245010243,0
449,245175605,0
450,245074086,0
451,245091525,0
452,245229020,0
453,125746000,0
454,245098090,0
455,245144002,0
456,245113043,0
457,245190028,0
458,245231802,0
459,245192569,0
460,245205740,0
461,245169510,0
462,245140686,0
463,245254782,0
464,245211118,0
465,245237149,0
466,245086374,0
467,245037592,0
468,245101417,0
469,245229412,0
470,245060970,0
471,245107170,0
472,245096766,0
473,245127407,0
474,245194874,0
475,245033331,0
476,245152181,0
477,245071246,0
478,245169673,0
479,245142086,0
480,245022065,0
481,244948376,0
482,245112206,0
483,245167432,0
484,245125071,0
485,245092129,0
486,245087624,0
487,245028135,0
488,245108951,0
489,245098289,0
490,245167363,0
491,245007355,0
492,245124778,0
493,245203329,0
494,245079631,0
495,245187838,0
496,245113092,0
497,245146287,0
498,245171593,0
499,245048211,0
500,245111704,0
501,245057257,0
502,245095956,0
503,245046356,0
504,245037060,0
505,245073284,0
506,244998661,0
507,245224739,0
508,230044120,0
509,245177015,0
510,245095777,0
511,245092727,0
512,245080312,0
513,245155605,0
514,245186728,0
515,245202774,0
516,245216267,0
517,244154418,0
518,245033338,0
519,245207949,0
520,245124740,0
521,245205873,0
522,245155432,0
523,245144704,0
524,245146219,0
525,245181756,0
526,244973717,0
527,244533694,0
528,245150887,0
529,244961124,0
530,245242303,0
531,245212860,0
532,245180098,0
533,245152431,0
534,245067678,0
535,245055561,0
536,245161299,0
537,244962788,0
538,244987651,0
539,245229148,0
540,245176103,0
541,244957163,0
542,245124580,0
543,245091295,0
544,245120470,0
545,244998736,0
546,245217086,0
547,245207131,0
548,245062199,0
549,245085350,0
550,245113645,0
551,245192990,0
552,245073783,0
553,244629031,0
554,245241237,0
555,245070148,0
556,245060099,0
557,236698490,0
558,245220483,0
559,245127156,0
560,245090762,0
561,245126833,0
562,245114158,0
563,245196790,0
564,245130601,0
565,244958003,0
566,245013968,0
567,245147827,0
568,244969026,0
569,245162263,0
570,245117486,0
571,245057464,0
572,245241474,0
573,245107744,0
574,245118395,0
575,245032461,0
576,245260675,0
577,244988909,0
578,241590422,0
579,244957600,0
580,245150592,0
581,245117360,0
582,245026053,0
583,245078767,0
584,245094053,0
585,245078434,0
586,244985872,0
587,245147039,0
588,245098533,0
589,245181480,0
590,245252169,0
591,245090685,0
592,245211665,0
593,245171726,0
594,245117013,0
595,245170368,0
596,245234641,0
597,245130237,0
598,245090795,0
599,245176733,0
600,245002512,0
601,244965040,0
602,245076253,0
603,240552567,0
604,245211362,0
605,245120341,0
606,245190675,0
607,241427297,0
608,245065075,0
609,245236878,0
610,245175161,0
611,245101449,0
612,245119463,0
613,245056384,0
614,245181078,0
615,245107646,0
616,245046316,0
617,244949631,0
618,245012501,0
619,242123170,0
620,245064689,0
621,245124865,0
622,245241848,0
623,245096683,0
624,245171170,0
625,245255482,0
626,245185718,0
627,245256028,0
628,245173002,0
629,245043777,0
630,245097156,0
631,245236757,0
632,245142309,0
633,245152191,0
634,244935111,0
635,245164664,0
636,245087708,0
637,245074836,0
638,245057597,0
639,245055627,0
640,245090787,0
641,245100202,0
642,245085657,0
643,244960493,0
644,244999226,0
645,242575537,0
646,245129209,0
647,245269215,0
648,244965246,0
649,245075574,0
650,244967234,0
651,245114491,0
652,245117471,0
653,245174884,0
654,245180439,0
655,245195504,0
656,245225283,0
657,245150844,0
658,245247588,0
659,245196443,0
660,245032916,0
661,245107593,0
662,245128977,0
663,245196918,0
664,245139317,0
665,245017841,0
666,245121971,0
667,245150432,0
668,245150868,0
669,245037672,0
670,243391758,0
671,245198486,0
672,245067471,0
673,245202936,0
674,245219223,0
675,245219469,0
676,245103651,0
677,245192848,0
678,245036012,0
679,245061530,0
680,245186493,0
681,245045668,0
682,245099705,0
683,245150957,0
684,245096597,0
685,245102007,0
686,245165790,0
687,245028109,0
688,245205747,0
689,245093276,0
690,245242184,0
691,245145579,0
692,245179347,0
693,244957504,0
694,245085976,0
695,232487774,0
696,245093334,0
697,245070234,0
698,245012655,0
699,245123100,0
700,245060592,0
701,125637261,0
702,245186049,0
703,245247439,0
704,245195133,0
705,245248495,0
706,245089077,0
707,239789003,0
708,245123814,0
709,245101605,0
710,244988033,0
711,245161482,0
712,245230784,0
713,245205581,0
714,245176908,0
715,245140829,0
716,245067180,0
717,245196538,0
718,242701989,0
719,245116930,0
720,244964930,0
721,245040501,0
722,245122312,0
723,245080593,0
724,245119568,0
725,245122419,0
726,245093945,0
727,245151381,0
728,245205997,0
729,245100656,0
730,245067068,0
731,245144600,0
732,244982626,0
733,245229080,0
734,245015823,0
735,245073705,0
736,245185343,0
737,244945959,0
738,244985330,0
739,245174637,0
740,245135578,0
741,245073628,0
742,245085490,0
743,242331177,0
744,245041843,0
745,245201797,0
746,245140443,0
747,245066035,0
748,239173408,0
749,245111803,0
750,245100492,0
751,245079388,0
752,245041630,0
753,245192712,0
754,245115128,0
755,245136733,0
756,245109070,0
757,245154366,0
758,245150741,0
759,245174423,0
760,245224795,0
761,244936350,0
762,245100354,0
763,245079142,0
764,245067227,0
765,245021394,0
766,245128464,0
767,245130635,0
768,245050367,0
769,245181475,0
770,245074816,0
771,244944677,0
772,245225855,0
773,245134095,0
774,245200959,0
775,245129327,0
776,245015148,0
777,245219383,0
778,245235743,0
779,245057316,0
780,239474138,0
781,245091492,0
782,245202890,0
783,245167141,0
784,245171693,0
785,245140585,0
786,245256148,0
787,245136238,0
788,245260439,0
789,242442413,0
790,245036031,0
791,245151183,0
792,245091936,0
793,245206550,0
794,242301971,0
795,244964786,0
796,245141189,0
797,245109529,0
798,245216787,0
799,245166310,0
800,245144743,0
801,245135377,0
802,244909050,0
803,234317947,0
804,245146406,0
805,245171841,0
806,245197190,0
807,244954035,0
808,245211902,0
809,245252532,0
810,245091691,0
811,245155431,0
812,245187557,0
813,245028455,0
814,245247172,0
815,245044399,0
816,245109224,0
817,245150553,0
818,245140781,0
819,245040289,0
820,245169047,0
821,245140943,0
822,244942102,0
823,245165370,0
824,245051329,0
825,245141179,0
826,244985764,0
827,245100424,0
828,245187809,0
829,245113597,0
830,245174649,0
831,245187397,0
832,245152109,0
833,245159604,0
834,245241743,0
835,241840660,0
836,244968934,0
837,245175315,0
838,235264448,0
839,245026002,0
840,245150279,0
841,245146550,0
842,242180092,0
843,244797505,0
844,244972267,0
845,245173189,0
846,245040558,0
847,245107606,0
848,245102496,0
849,245146183,0
850,245269934,0
851,245172585,0
852,245229956,0
853,245160188,0
854,245128274,0
855,244991125,0
856,245124901,0
857,245144803,0
858,241013620,0
859,245202809,0
860,245171499,0
861,245052570,0
862,245021713,0
863,245087317,0
864,245052007,0
865,245051032,0
866,245190294,0
867,231415841,0
868,245155312,0
869,245114847,0
870,245152331,0
871,245070668,0
872,245051308,0
873,245213755,0
874,245261109,0
875,245130791,0
876,241774483,0
877,245160769,0
878,245186480,0
879,245206687,0
880,245185674,0
881,245169755,0
882,245046454,0
883,245011008,0
884,245192475,0
885,244994659,0
886,245136104,0
887,245113460,0
888,245021850,0
889,245181839,0
890,244514993,0
891,245173300,0
892,245139808,0
893,245012439,0
894,245136246,0
895,245150901,0
896,244953027,0
897,245122249,0
898,245216887,0
899,245242204,1
900,245151791,0
901,242938701,0
902,245208479,0
903,245086023,0
904,245181440,0
905,245152751,0
906,245145502,0
907,245075734,0
908,245129317,0
909,245061023,0
910,245226345,0
911,245025486,0
912,242791077,0
913,245063824,0
914,245096268,0
915,245133746,0
916,245206670,0
917,245108003,0
918,241500563,1
919,244973741,0
920,244950844,0
921,245108449,0
922,235593398,0
923,245170901,0
924,245102932,0
925,238696423,0
926,226381273,0
927,245176449,0
928,245016283,0
929,245112728,0
930,244967034,0
931,245256472,0
932,245161169,0
933,245113454,0
934,245225600,0
935,245124326,0
936,245144562,0
937,245108719,0
938,245084500,0
939,245134725,1
940,245061568,0
941,245063682,0
942,245205838,0
943,245080721,0
944,245098446,1
945,245207165,0
946,245205218,0
947,245155093,0
948,245120591,0
949,244933794,0
950,245171185,0
951,245164523,0
952,245205624,0
953,244968611,0
954,245122410,0
955,245113639,0
956,245235335,0
957,245026037,0
958,239601948,0
959,245199183,0
960,245108961,0
961,245161039,0
962,245073537,0
963,244955263,0
964,245208325,0
965,245121494,0
966,242971856,0
967,245073261,0
968,245014942,0
969,245074400,0
970,245196515,0
971,245114667,0
972,244936678,0
973,245108318,0
974,245170713,0
975,242188546,1
976,122883674,0
977,245211823,1
978,245221012,0
979,245051900,0
980,245043520,1
981,245123604,0
982,245181278,0
983,245080246,0
984,245178624,0
985,245093196,1
986,244989621,0
987,245202470,0
988,245098061,0
989,245012812,1
990,245096499,1
991,245114154,1
992,244947916,1
993,245060640,0
994,245085652,0
995,244965314,0
996,245133532,0
997,245151287,0
998,245152883,0
999,245190787,0
1000,245060802,1
1001,245130673,0
1002,245013840,0
1003,245091726,0
1004,244945447,0
1005,245085430,1
1006,245078913,0
1007,238849888,1
1008,245098206,0
1009,244963250,0
1010,245075090,0
1011,245164574,0
1012,245156232,0
1013,231733959,0
1014,245101773,0
1015,245140727,0
1016,245195860,0
1017,245032229,0
1018,124928398,1
1019,245096878,1
1020,244965338,0
1021,245060040,0
1022,245272968,1
1023,245152065,0
1024,245107141,0
1025,245225545,0
1026,122369165,0
1027,245127268,0
1028,244992910,0
1029,245014871,0
1030,245060886,1
1031,244984990,0
1032,245165249,0
1033,245152705,0
1034,245084894,0
1035,245140756,0
1036,244994904,1
1037,245075073,1
1038,245152377,0
1039,244964754,0
1040,245207928,0
1041,245042622,1
1042,245144452,1
1043,245095918,0
1044,245204977,0
1045,240880229,0
1046,245122193,0
1047,245125108,0
1048,245146410,0
1049,245086741,1
1050,245056800,1
1051,245175729,0
1052,245023223,1
1053,245144430,0
1054,243359684,0
1055,245085433,1
1056,245048041,0
1057,245235202,0
1058,245117275,1
1059,245145984,1
1060,245032961,0
1061,128131161,1
1062,244961057,0
1063,245043563,0
1064,233098238,1
1065,243026936,1
1066,245041333,0
1067,245224891,0
1068,245075009,0
1069,245041388,1
1070,245160871,0
1071,245197287,0
1072,239394100,1
1073,245167001,0
1074,244982113,0
1075,245074697,1
1076,245128884,0
1077,243405074,0
1078,245113044,0
1079,245221598,1
1080,245147704,0
1081,245222781,1
1082,125594054,0
1083,245152617,0
1084,245059555,0
1085,245248101,1
1086,245118097,0
1087,245240017,1
1088,245122787,1
1089,245118667,1
1090,242196579,0
1091,245178750,1
1092,245067304,1
1093,244937351,1
1094,239583219,0
1095,245200991,0
1096,122813298,0
1097,245060086,0
1098,244991167,0
1099,241220162,1
1100,128601644,1
1101,245134696,1
1102,245274105,1
1103,244950418,1
1104,245046588,1
1105,245172178,1
1106,240008381,0
1107,245123511,1
1108,244999025,1
1109,245116698,1
1110,245085340,1
1111,245252260,1
1112,244952052,0
1113,245033005,1
1114,234596175,1
1115,245186112,1
1116,245127441,0
1117,245106722,0
1118,245048395,1
1119,244894953,1
1120,245228741,0
1121,244930818,1
1122,245136296,0
1123,245102412,1
1124,245196978,0
1125,245216758,1
1126,245081608,1
1127,245009137,1
1128,245248001,1
1129,244149863,1
1130,245115005,0
1131,245056755,1
1132,245109764,0
1133,122590365,1
1134,245140224,1
1135,244231855,1
1136,129236840,1
1137,245176479,0
1138,245069561,0
1139,245044396,1
1140,244968095,1
1141,245191124,0
1142,245166668,0
1143,244672074,1
1144,244972286,1
1145,245186409,1
1146,245127707,0
1147,245245395,1
1148,245216367,1
1149,245116833,1
1150,245074029,1
1151,245211300,0
1152,245206266,0
1153,245102047,1
1154,245267706,0
1155,245113083,0
1156,244931028,1
1157,244588530,0
1158,244786953,1
1159,245229722,1
1160,245175597,1
1161,244985008,0
1162,245196193,0
1163,245166592,1
1164,245056028,1
1165,245192771,0
1166,245194566,1
1167,244985227,1
1168,245184952,1
1169,245205853,1
1170,245047913,1
1171,244964867,0
1172,245254444,1
1173,245120392,1
1174,245119643,1
1175,245057242,1
1176,125237367,1
1177,245035555,1
1178,245092091,0
1179,245246877,0
1180,245176806,0
1181,231577651,1
1182,245086319,1
1183,245003436,0
1184,245196374,0
1185,245097023,1
1186,245166947,1
1187,245073955,1
1188,245047745,1
1189,245229103,1
1190,245152675,1
1191,245047832,0
1192,245175413,0
1193,245244735,1
1194,245038005,1
1195,245179789,0
1196,230510806,1
1197,241338401,0
1198,244966244,1
1199,245091697,0
1200,245083894,1
1201,245181416,1
1202,245125019,1
1203,245180139,1
1204,245047098,1
1205,245109457,1
1206,245107518,0
1207,245027211,1
1208,245121005,1
1209,245151114,1
1210,244954071,0
1211,244622038,1
1212,245095895,1
1213,238256517,0
1214,245094067,0
1215,245139130,0
1216,245220727,0
1217,245085596,0
1218,245207849,1
1219,245123687,1
1220,245140334,1
1221,231025818,1
1222,245087423,1
1223,245118252,1
1224,245241027,0
1225,245186537,1
1226,245205368,0
1227,244286331,0
1228,244952906,0
1229,244988205,1
1230,245051869,0
1231,245130864,1
1232,245220684,0
1233,245042444,0
1234,245084444,1
1235,245152666,1
1236,245229389,0
1237,245134472,1
1238,245116664,1
1239,244984840,1
1240,245022720,1
1241,245113575,1
1242,230765516,1
1243,244940102,1
1244,239634464,1
1245,245063868,1
1246,244967670,1
1247,245242755,1
1248,245165079,1
1249,245207788,1
1250,244963803,1
1251,245155877,0
1252,245127990,1
1253,245109844,1
1254,245191383,0
1255,245128723,1
1256,245087239,1
1257,244964597,1
1258,245246381,1
1259,245145500,1
1260,245116376,1
1261,245102487,1
1262,245037526,1
1263,125388949,1
1264,245101531,1
1265,240552346,1
1266,245070813,1
1267,245222270,1
1268,245196076,1
1269,245191877,0
1270,244956854,1
1271,245030127,1
1272,241109731,0
1273,245151354,1
1274,245114880,1
1275,226725426,1
1276,245187329,1
1277,245135068,1
1278,245242085,1
1279,245060551,1
1280,235501020,1
1281,245074281,1
1282,245075618,1
1283,245202932,1
1284,234622756,1
1285,223891829,1
1286,245200691,0
1287,245255547,1
1288,245090144,0
1289,233207928,1
1290,245064784,1
1291,245150314,1
1292,245142043,1
1293,245102374,1
1294,245023516,1
1295,245165299,1
1296,245205410,1
1297,245252212,1
1298,245090520,1
1299,244988818,1
1300,245130595,1
1301,244931198,1
1302,245229461,1
1303,245094164,1
1304,244964945,1
1305,245060681,1
1306,245226061,1
1307,245205124,1
1308,245016647,1
1309,231316963,0
1310,245027772,1
1311,245006306,1
1312,234973763,1
1313,245156342,1
1314,245226461,0
1315,240572063,1
1316,245097376,0
1317,245067122,1
1318,245146408,1
1319,245261354,0
1320,245097608,1
1321,121734656,1
1322,245034949,1
1323,245129318,1
1324,244964284,1
1325,241798168,1
1326,245220239,1
1327,245112955,1
1328,245060577,1
1329,245142020,0
1330,245059313,1
1331,245013875,1
1332,245085940,1
1333,245073377,1
1334,245169754,1
1335,244945818,1
1336,245130042,1
1337,245082308,1
1338,245133847,1
1339,244945196,1
1340,245185056,1
1341,245236393,1
1342,245071110,1
1343,245270023,1
1344,245147493,1
1345,236247410,1
1346,245089503,0
1347,245074136,1
1348,245146740,1
1349,245262908,1
1350,245159883,1
1351,232817673,1
1352,245135827,1
1353,245080700,1
1354,245065609,1
1355,245179623,1
1356,245179910,1
1357,245106823,1
1358,244959495,1
1359,242526305,1
1360,245241103,1
1361,245122398,1
1362,245212311,1
1363,245136772,1
1364,244977803,1
1365,245100745,1
1366,245042256,1
1367,245096120,0
1368,245175044,1
1369,245086279,1
1370,245250765,1
1371,245074268,1
1372,245180277,1
1373,244987714,1
1374,245145157,1
1375,245124874,1
1376,245044356,1
1377,244984652,1
1378,245114523,1
1379,237637272,1
1380,241335589,1
1381,245159960,1
1382,130673714,1
1383,245043553,1
1384,244049660,1
1385,241808166,1
1386,245154622,1
1387,245007561,1
1388,240843434,1
1389,245259113,1
1390,245237160,1
1391,245075354,1
1392,245108549,1
1393,245230977,1
1394,239610576,1
1395,244953133,1
1396,244848623,1
1397,245114650,0
1398,245096579,1
1399,245002178,0
1400,245135781,1
1401,245175066,1
1402,245151808,1
1403,244979226,1
1404,245146502,1
1405,244973687,1
1406,123305025,1
1407,245265336,1
1408,245080520,1
1409,244984721,1
1410,245107641,1
1411,245177600,1
1412,245098542,1
1413,245252182,1
1414,245155989,1
1415,245109114,1
1416,245044435,1
1417,245010527,1
1418,245081230,1
1419,245141266,1
1420,245156872,1
1421,245075748,0
1422,242806835,1
1423,245159588,1
1424,245093346,0
1425,245021228,1
1426,245129336,0
1427,245150192,0
1428,245195035,1
1429,245203249,1
1430,245152712,1
1431,244941091,1
1432,244993302,1
1433,245166767,1
1434,245114180,1
1435,245093581,0
1436,242261172,1
1437,245127759,1
1438,245190111,1
1439,245170549,1
1440,245241740,1
1441,245064642,1
1442,245247256,1
1443,245065393,1
1444,245078565,1
1445,245086472,1
1446,245046266,1
1447,241584254,1
1448,245100801,1
1449,245246377,1
1450,244958839,1
1451,245146648,1
1452,245206144,1
1453,245084624,1
1454,245252129,1
1455,245186294,1
1456,245011544,1
1457,245047872,1
1458,245133607,1
1459,245169410,1
1460,244973425,1
1461,245093341,1
1462,245170137,1
1463,245050623,1
1464,245255189,1
1465,232228141,1
1466,245188321,1
1467,245190910,1
1468,245073758,1
1469,245061210,1
1470,245118423,1
1471,232300072,1
1472,245128985,1
1473,245259886,1
1474,245224560,1
1475,245064449,1
1476,245198458,1
1477,244974543,1
1478,245026619,1
1479,245113956,1
1480,245080143,1
1481,245130788,1
1482,124627996,1
1483,244954480,1
1484,245170509,1
1485,245074682,1
1486,232425493,1
1487,245066132,1
1488,242583134,1
1489,235944592,1
1490,245212492,1
1491,230276302,1
1492,245147943,1
1493,238720469,1
1494,245059991,1
1495,245001660,1
1496,242129605,1
1497,245174597,1
1498,125354354,1
1499,244418625,1
1500,245176018,1
1501,244989646,1
1502,245129179,1
1503,245205891,1
1504,245151636,1
1505,245212307,1
1506,245048150,1
1507,245151623,1
1508,245073402,1
1509,245186977,1
1510,223699200,1
1511,245170498,1
1512,244968699,1
1513,244971834,1
1514,245072831,1
1515,245065788,1
1516,128532209,1
1517,245171114,1
1518,243009966,1
1519,245191889,1
1520,245155947,1
1521,245167774,1
1522,245076352,1
1523,245073348,1
1524,245123873,1
1525,133910211,1
1526,245141320,1
1527,245134600,1
1528,239439734,1
1529,245122310,1
1530,245037996,1
1531,244986095,1
1532,245031549,1
1533,245085604,1
1534,245109472,1
1535,245226120,1
1536,245047166,1
1537,245185675,1
1538,241982151,1
1539,245128148,1
1540,245154493,1
1541,245043801,1
1542,245021824,1
1543,245191039,1
1544,245156124,1
1545,245074048,1
1546,245115131,1
1547,245115076,1
1548,244954629,1
1549,245172739,1
1550,245055346,1
1551,245114580,1
1552,125329969,1
1553,245093075,1
1554,245226891,1
1555,245224846,1
1556,245152671,1
1557,230177111,1
1558,239567941,1
1559,245080519,1
1560,245199044,1
1561,245075032,1
1562,238425165,1
1563,244966914,1
1564,245060055,1
1565,245120940,1
1566,245039419,1
1567,245196208,1
1568,245150214,1
1569,245097642,1
1570,245002813,1
1571,245002908,1
1572,233243321,1
1573,245226281,1
1574,245091243,1
1575,245093012,1
1576,245156412,1
1577,245144422,1
1578,245220226,1
1579,245085101,1
1580,245065637,1
1581,234569735,1
1582,245041517,1
1583,245063904,1
1584,245001425,1
1585,241817275,1
1586,244995123,1
1587,245156599,1
1588,245100136,1
1589,244917891,1
1590,245196172,1
1591,245171317,1
1592,229966157,1
1593,120075759,1
1594,244565048,1
1595,230702492,1
1596,245059583,1
1597,245052495,1
1598,245184973,1
1599,245078999,1
1600,245150348,1
1601,245051416,1
1602,244987529,1
1603,245192889,1
1604,242906329,1
1605,244290605,1
1606,125521028,1
1607,241995384,1
1608,245231439,1
1609,245112571,1
1610,244998849,1
1611,245116968,1
1612,245219180,1
1613,245180976,1
1614,245075803,1
1615,245167147,1
1616,245190894,1
1617,245085379,1
1618,242108587,1
1619,245064424,1
1620,245078756,1
1621,245260480,1
1622,239031344,1
1623,245023117,1
1624,245261406,1
1625,245002975,1
1626,245091221,1
1627,245091511,1
1628,125203157,1
1629,245144110,1
1630,245225154,1
1631,245177193,1
1632,245099000,1
1633,245181771,1
1634,245129649,1
1635,245089708,1
1636,245101153,1
1637,245119013,1
1638,245116708,1
1639,245041436,1
1640,245101926,1
1641,245134442,1
1642,244292501,1
1643,244985047,1
1644,241891531,1
1645,245264325,1
1646,233953832,1
1647,245083899,1
1648,245181738,1
1649,125984614,1
1650,245118383,1
1651,245090471,1
1652,245080148,1
1653,245112420,1
1654,245213911,1
1655,245109218,1
1656,230257297,1
1657,245061207,1
1658,245220402,1
1659,245074237,1
1660,245166647,1
1661,241986635,1
1662,244987909,1
