metric,mean,std
ACC,0.8483216967396547,0.005874801812386575
AUC,0.8792361532799209,0.008393787363893885
TP,0.566888045540797,NA
TN,0.9485739750445633,NA
FP,0.051426024955436724,NA
FN,0.43311195445920303,NA
